"cite-text","urn:cts:latinLit:phi0690.phi003.fuPers:1.1-1.100"
"cite-text","urn:cts:latinLit:phi0690.phi003.fuPers:1.101-1.200"
"cite-text","urn:cts:latinLit:phi0690.phi003.fuPers:1.201-1.300"
"cite-text","urn:cts:latinLit:phi0690.phi003.fuPers:1.301-1.400"
"cite-text","urn:cts:latinLit:phi0690.phi003.fuPers:1.401-1.500"
"cite-text","urn:cts:latinLit:phi0690.phi003.fuPers:1.501-1.600"
